,category,ttc
45,文藝,  NUM   園區 再生 玩藝 節   藝起   ENG       ENG     濕地 故事 導覽 趣遊   藝起   ENG       藝起   ENG   體驗 區   一趟 創造力 旅程   認識 琳琅滿目 剩餘 材料   想像 再 利用 天馬行空   體驗 手作 探索 成就     ENG     ENG       ENG       ENG       ENG     美感 體驗 起點 實踐   濕地 故事 導覽 趣遊   濕地 故事 館 推出 繪本 故事 分享   趣味 桌遊   生態 影片 簡報 系列 活動   環境 議題 童趣 互動 方式   帶領 孩童 探索 生態 世界   透過 日常生活   落實 環境 教育   
46,休閒,  NUM   蘇澳 觀光 年 系列 活動   系列 活動 訂 於今     NUM     年   NUM   月   NUM   日至   NUM   月   NUM   日   假 宜蘭縣 羅東 鎮 中山公園 辦理   活動 為期   NUM   天     相關 活動 訊息 請 羅東 觀光旅遊 網     ENG       ENG       ENG       ENG       ENG       ENG   搜尋   羅東 鎮 觀光 發展   粉絲 頁 查詢   異動 網站 公告 為準   發佈 課室   經建課 
47,教育,分級 醫療 影片 宣導 推動 分級 醫療   落實 雙向 轉診     ENG       ENG       ENG       ENG       ENG       ENG       ENG       ENG     ENG     ENG     ENG       ENG     ENG     ENG     ENG     發佈 課室   民政 課 
48,文藝,  NUM   淡水 漁人 舞台   夏日 原創 音樂季   活動 辦理 時間     NUM       NUM       NUM       NUM       NUM       NUM     每週六   日 晚上   NUM   時至   NUM   時     辦理 地點   淡水 漁人 碼頭 觀海 廣場   發佈 課室   經建課 
49,文藝,  NUM   淡水 漁人 舞台   夏日 原創 音樂季 將於   NUM   月   NUM   日 正式 開 跑 主辦單位   新北 市政府 觀光 旅遊局   依據 新北 觀行 字   NUM   號函 公告 事項   迎接 夏日 到來   新北 市政府 淡水 漁人 碼頭 打造 戶外 原創 音樂 基地   淡水 漁人 舞台     NUM   年   NUM   月   NUM   日起   NUM   月   NUM   日 每週六   日 晚間   NUM   點至   NUM   點   淡水 日 落下 準時 開唱   將有 超過   NUM   組 獨立 樂團 原創 歌手 站上 號稱 全 台 最美 戶外 表演 舞台   揮 灑熱血 帶來 最 精彩 演出   詳細 內容 請參閱 活動 海報   下載 檔案 活動 舞台 卡司 介紹 
50,休閒,  小鹿   親水 野餐 趣   活動   活動 訂 於今     NUM     年   NUM   月   NUM   日 本鎮 生態 公園 辦理   活動 時間 下午   NUM   時至   NUM   時     相關 活動 訊息 請 鹿港鎮 公所 全球 資訊網     ENG       ENG       ENG       ENG       ENG     查詢   異動 依本 網站 公告 為準   
51,休閒,新北市 中 區公所     NUM   年 越 越欲試   藝起 童樂會   活動 時間     NUM   年   NUM   月   NUM   日     上午   NUM   時至   NUM   時     活動 地點   新北市 中 區公所   NUM   樓 禮堂   新北市 中和區 景平路   NUM       NUM   號     對象   凡 就讀 國小及國 中學生 皆 參加   歡迎 親子 一同 參加     費用   免費   提供 點心 並有 手作 體驗 活動     報名 方式     電話 報名     NUM       NUM       NUM   分機   NUM   洪 小姐     網路 報名     ENG       ENG       ENG       ENG     NUM     ENG       相關 活動 資訊 請 新北市 中 區公所 網站     ENG       ENG       ENG       ENG       ENG       ENG     查詢   
52,教育,  轉知   新 住民 數位 學習 應用 暨 認識 臺灣 愛 寶島 計畫 新 住民 數位 學習 應用 暨 認識 臺灣 愛 寶島 計畫   主辦單位   內政部 移民 署   承辦 單位   巨匠 電腦   費用   免費   連絡 電話     NUM       NUM       NUM   巨匠 電腦   活動 課程 詳情   請見 宣傳單 
53,教育,  轉知   新 住民 網路 行銷 課程 新 住民 網路 行銷 課程   辦理 單位   台灣 新 住民 家庭 成長 協會   辦理     NUM   年 新 住民 創新 就業 計畫   課程 邀請 年輕 創業家 網路 行銷 達人   教 商品 放在   ENG     兼顧 家庭 賺錢     費用   免費   時間     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日     NUM   月   NUM   日     NUM       NUM   日     NUM       NUM   日四   地點   台北市 萬 華新 移民 會館   NUM   樓 電腦教室   台北市 萬華區 長沙 街 二段   NUM   號   NUM   樓     報名 網址     ENG       ENG       ENG       ENG     NUM     ENG     課程 詳情   請見 宣傳單 
54,公告,新北市 參加   NUM   年 全國 身心 障礙 國民 運動會 代表隊 選手 選拔 要點 請 新北 市政府 體育 處 網站     ENG       ENG       ENG       ENG       ENG       ENG       ENG     活動 訊息 處 下載 
55,公告,  加入 華航   直上雲霄   培訓 機師 徵才 活動 臺北市 就業 服務處   NUM       NUM         NUM   時至   NUM   時   NUM   分假 臺北 青年 職涯 發展 中心 舉辦   加入 華航   直上雲霄   培訓 機師 徵才 活動     NUM   培訓 機 師職 缺   一圓 飛行 夢   詳情請   ENG       ENG       ENG       ENG     電洽   NUM       NUM       NUM   轉   NUM     
56,公告,晶片 國民 身分證 研討會   NUM   年   NUM   月   NUM   日 臺大醫院 國際會議中心   NUM   會議廳 舉行   晶片 國民 身分證 研討會   詳情請   ENG       ENG       NUM     ENG     請設 連結   ENG       ENG       NUM     ENG     
57,影劇、展覽,國立 臺灣藝術 教育館 國立 交通 大學 合作 辦理   生命 之樹   雲端 種樹 計畫   展   歡迎 免費參觀 主辦單位   國立 臺灣藝術 教育館   依據 藝視 字   NUM   號 公告 事項   說明     展覽 分別   NUM       NUM   展覽室 展出   活動 目標 希望 活化 大學人文 社會科學 教學 成果   透過 實體 展場   虛擬實境 網路 雲端 場域 串聯   建構 即時 互動 體驗 身體 感知 場域   優化 博物館   圖書館 創新 服務 加值 應用   誠摯 邀請 各界 參與 多采多姿 科技 跨域 創新 體驗   相關 訊息 逕 網站     ENG       ENG       ENG       ENG       ENG     查詢     服務 時間 聯絡 資訊   展覽 時間     NUM   年   NUM   月   NUM   日至   NUM   月   NUM   日止   週二 週日 上午   NUM   時至 下午   NUM   時   開展 儀式     NUM   年   NUM   月   NUM   日 下午   NUM   時     NUM   展覽室   推廣 活動   花開 秘密     NUM   年   NUM   月   NUM   日及   NUM   日   下午   NUM   時   流動 森林     NUM   年   NUM   月   NUM   日及   NUM   日   上午   NUM   時至 下午   NUM   時   展覽 地址   臺北市 中正 區 南海路   NUM   號   洽詢 電話     NUM       NUM   分機   NUM     NUM       檢附 交通 位置圖 數位 電子 海報   
58,公告,  NUM   年   NUM   月   NUM   日起 智慧 行動 繳費 服務 優惠 促銷 方案 問答集 若有 相關 問題 請 新北 市政府 交通局 免費 電話   NUM       NUM       NUM   月   NUM   日起 新車 號 使用 行動 支付 繳費   NUM   次 折抵 停車費   NUM   元   NUM     活動 期間   活動   NUM   年   NUM   月   NUM   日起   NUM   年   NUM   月   NUM   日止     NUM     人 享有 優惠   新車 號以 行動 支付   ENG   繳納 新北市 路邊 停車費 繳納 累計   NUM   筆 停車費     NUM   筆 繳納 時 直接 扣抵   NUM   元 活動   活動 期間 限 優惠 次數 繳費 每滿   NUM   次   即可 享受 折抵   NUM   元 優惠   新車 號 係指   NUM   年   NUM   月   NUM   日前 未曾 使用 行動 支付   ENG       ENG   行動 錢包 歐付 寶   ENG     繳納 新北市 路邊 停車費 車號     NUM     認定 新車 號   本局 會將 車號 比對 過去 繳費 紀錄   未曾 使用 行動 支付   ENG       ENG   行動 錢包 歐付 寶   ENG     繳納 新北市 路邊 停車費 車號 即為 新車 號     NUM     已經   ENG     歐付 寶   會員   改用 家會 優惠   未曾   ENG   繳費   皆 享有 優惠     NUM     優惠     NUM   筆 繳納 時 直接 扣抵   NUM   元     NUM     舊 會員 優惠   宣導 鼓勵 更多民眾 體驗 使用   ENG   繳納 停車費   本次 活動 針對 尚未 使用 行動 支付 繳納 停車費 新車 號   舊 會員 優惠活動 將於 未來 推出     NUM     每台車 享受 幾次   活動 期間 限 次數 享有 優惠     NUM     一定 一次 繳 三筆 優惠   需要 一次 繳納 三筆   累計 三筆   累計   將會 第三筆 時 直接 折抵     NUM     機車 享有 優惠       NUM     新北市 停車 優惠   活動 新北 市政府 交通局 推出   針對 新北市 路邊 停車費 給予 優惠   發佈 課室   秘 書室 
59,文藝,新北市 八里 區公所 辦理   蘋果 劇團   小 獅王 尋寶 趣   歡迎 踴躍 參加     擴展 小朋友 文化 視野   藉由 歌舞劇 演出 增加 親子 互動 機會     活動 時間     NUM   年   NUM   月   NUM   日   星期五   晚上   NUM   時     活動 地點   新北市 八里 區大 埤 頂 市民 活動中心   NUM   樓 演藝 廳   八里 區 中山路   NUM   段   NUM   號   NUM   樓   下載 檔案 宣傳單 
60,休閒,逗陣 做志工 連絡 電話     NUM       NUM   轉   NUM   通訊地址   新北市 板橋 區 中山路 一段   NUM   號 二樓 網路 下載   新北市 志願 服務 推廣 中心 網站     ENG       ENG       ENG       ENG       ENG   發佈 課室   社會 課 
61,公告,民國   NUM   年   NUM   月   NUM   日 以後 出生 銀髮族 要換 駕照 囉 詳情 請洽 交通部 公路 總局 網站   請點此 發佈 課室   秘 書室 
62,公告,核發 進口 農產品 農糧 加工品 有機 標示 同意 文件 審查 作業 要點 轉知 行政院 農業 委員會 公告   核發 進口 農產品 農糧 加工品 有機 標示 同意 文件 審查 作業 要點   
63,公告,  NUM   臺北 世 大運 歡迎 組團 場館 選手 加油 公告 日期     NUM       NUM       NUM     公告 事項     NUM   臺北 世界 大學 運動會 將於   NUM   月   NUM   日至   NUM   日 舉行   歡迎 踴躍 組團 場館 選手 加油   
64,休閒,  NUM   知蝠 惜蝠   瑞芳 蝠蝠 季 活動 公告 日期     NUM       NUM       NUM     公告 事項     NUM     開幕 活動 時間   NUM   年   NUM   月   NUM   日 下午   NUM   時至   NUM   時   當日 進行 音樂 活動 演出   現場 免費 提供 豐富 美食 饗宴     NUM     整體 活動 期間   NUM   月   NUM   日至   NUM   月   NUM   日 每週六 日 下午   NUM   時至   NUM   時 進行 蝙蝠 生態 解說 服務   
65,公告,公告   內政部 訂定   淡水河 流域 重要 濕地   國家級   保育 利用 計畫   案計 畫書   圖及 公告 文 內政部 訂定   淡水河 流域 重要 濕地   國家級   保育 利用 計畫   案計 畫書   圖及 公告 文 
66,公告,  NUM   新北市 聯合 徵才 活動   泰 山場 新北 市政府 就業 服務處   NUM   月   NUM   日       NUM   時   NUM   分 泰山 義學 市民 活動中心 舉辦     NUM   新北市 聯合 徵才 活動   泰 山場   現場 邀請 餐飲業   製造業   服務業   NUM   家 廠商   提供 超過   NUM   工作 機會   詳情 電洽   NUM       NUM     
67,公告,  NUM   年 表揚 節約用水 節水 達人 選拔 活動   NUM   年 節約用水 績優 單位 選拔 須知 
68,公告,  NUM   暑期 工讀 暨 現場 徵才 活動 新北 市政府 就業 服務處   NUM   月   NUM   日     下午   NUM   時   NUM   分假 蘆洲 區公所 七樓 大禮堂 舉辦     NUM   暑期 工讀 暨 現場 徵才 活動   現場 邀請 餐飲業   服務業   NUM   家 廠商   提供 超過   NUM   工作 機會   詳情 電洽   NUM       NUM     
69,公告,  NUM   年 新北市 傑出 身心 障礙 人士   模範 身心 障礙者 家屬 暨 績優 身心 障礙 福利 服務 專業 人員選拔 活動   依據   新北 市政府 選拔 傑出 身心 障礙 人士   模範 身心 障礙者 家屬 推行 身心 障礙 福利 有功 人員 作業 要點   辦理     請 踴躍 推薦 參加 旨 揭 活動 適當 人員   並於     NUM     年   NUM   月   NUM   日   星期五   前   郵戳   將相 關 資料 函報 辦   隨文 檢送     NUM   年 新北市 傑出 身心 障礙 人士   模範 身心 障礙者 家屬 績優 身心 障礙 福利 服務 專業 人員選拔 活動 計畫 書   推薦表 素行 調查 同意書   NUM   份     前 揭 推薦表 亦可 本局 網站   福利 服務區   身心 障礙 福利 服務   服務 表單     NUM   年 國際 身心 障礙者 日   表揚 傑出 身心 障礙 人士   模範 身心 障礙者 家屬 績優 身心 障礙 福利 服務 專業 人員   電子 檔案 下載 使用   網址     ENG       ENG       ENG       ENG       ENG       ENG       推薦表 件 字體 請用 標 楷體   字型 大小   NUM     行距   固定 行高   NUM     格式 繕   ENG     NUM   紙張   加蓋 推薦 單位 印鑑   候選人 請 檢附 推薦表   NUM   份   個人資料   NUM   份   併 素行 調查 同意書   NUM   份   郵寄   新北市 板橋 區 中山路 一段   NUM   號   NUM   樓   新北 市政府 社會局 身心 障礙 福利 科收   請將 電子 檔案 寄至     ENG     NUM       ENG       ENG       ENG   信箱 來電 確認   聯繫電話     NUM       NUM   分機   NUM     吳小姐   俾利 進行 遴選 作業     遴選 入選 受 表揚 人員 時   相關 資料 彙編 成冊   請 各受 推薦 人員 檢具 畫質 清晰   NUM   吋   半身 相片   NUM   張 相片 電子 檔 辦   另受 表揚 人員 舉辦 公開 活動 予以 表揚   
70,公告,  NUM   年 表揚 節約用水 績優 單位 節水 達人 選拔 活動   經濟部 水利 署為 鼓勵 全民 節約用水   促進 愛護 水資源 具體 行動   達到 水資源 永續 利用 目的   推行 節約用水 績優 單位 推廣 節約用水 成效 卓著 節水 達人 給予 表揚   委託 財團法人 工業 技術 研究院 辦理     NUM   年 表揚 節約用水 績優 單位 節水 達人 選拔 活動   選拔 節約用水 績效 卓越 單位 達人     各界 了解 經濟部 水利 署 推動 節水 績優 單位 達人 選拔 方式 流程   財團法人 工業 技術 研究院 將於   NUM       NUM       NUM     NUM       NUM     NUM   臺中市   高雄市   臺南市   新竹市 新北市 舉辦   NUM   場次 節約用水 績優 單位 選拔 說明會 觀摩 活動   請 踴躍 報名 參加   相關 資訊 請   節約用水 資訊網   查詢   報名 網址     ENG       ENG       ENG       ENG       ENG       ENG       NUM       ENG     NUM       ENG     節水 績優 選拔 活動 報名 即日起   NUM   月   NUM   日 截止   活動 詳情請   節約用水 資訊網     ENG       ENG       ENG       ENG       ENG       ENG       NUM       ENG       ENG   查詢 下載 聯絡 窗口   黃 序文     NUM       NUM       NUM     王今方     NUM       NUM       NUM     
71,影劇、展覽,板橋 假日 電影院   NUM       NUM   播放 海底 總動員   NUM     板橋 訊     NUM       板橋 假日 電影院     NUM   月   NUM   日     晚上   NUM   點在 板橋 區公所   NUM   樓 播映 親子 動畫片   海底 總動員   NUM     普   內容 主要 描述   多莉 魟 魚雷 老師 校外 教學 看到 魟 魚的 集體 洄游   一向 記不起來 突然 受到 記憶 衝擊   想起 過往   多莉 決定 啟程 尋找 家人   展開 一段 遠 赴 加州 海岸 全新 冒險 之旅   多莉 好友 馬 林   尼莫 水族箱 裡曾 尼莫 共患難 朋友 全數 回籠   一起 遨游   活動 免費入場   歡迎 闔家 觀賞   詳情請 板橋 區公所 全球 資訊網 查詢     ENG       ENG       ENG       ENG       ENG       ENG     電洽     NUM       NUM   轉   NUM     新北市 板橋 區公所   資料 提供   人文 課 魏玉萍 電話     NUM     分機   NUM   
